date,net_PnL,num_trades,exit_reasons,CumulativePnL,winning_trades,losing_trades
2025-07-04,2511.2500000000023,1,{'Exit': 1},88585.00000000047,1,0
2025-07-07,1585.0000000000005,1,{'Exit': 1},90170.00000000047,1,0
2025-07-08,964.9999999999993,2,"{'StopLoss': 1, 'Exit': 1}",91135.00000000047,1,1
2025-07-09,613.7499999999958,4,"{'StopLoss': 3, 'Exit': 1}",91748.75000000047,3,1
2025-07-10,1244.9999999999955,6,"{'StopLoss': 5, 'TakeProfit': 1}",92993.75000000047,3,3
2025-07-11,668.7500000000023,2,"{'StopLoss': 1, 'Exit': 1}",93662.50000000047,1,1
2025-07-14,-940.0000000000002,5,"{'StopLoss': 4, 'Exit': 1}",92722.50000000047,2,3
2025-07-15,2114.999999999997,3,{'StopLoss': 3},94837.50000000047,2,1
2025-07-16,-522.5000000000026,4,"{'StopLoss': 3, 'Exit': 1}",94315.00000000047,1,3
2025-07-17,1876.2499999999952,11,{'StopLoss': 11},96191.25000000047,6,5
2025-07-18,885.0000000000027,3,"{'StopLoss': 2, 'Exit': 1}",97076.25000000047,1,2
2025-07-21,-240.00000000000114,3,"{'StopLoss': 2, 'Exit': 1}",96836.25000000047,1,2
2025-07-22,1985.0,2,"{'StopLoss': 1, 'Exit': 1}",98821.25000000047,2,0
2025-07-23,-238.75000000000432,5,"{'StopLoss': 4, 'Exit': 1}",98582.50000000047,2,3
2025-07-24,-1873.7500000000034,11,{'StopLoss': 11},96708.75000000047,4,7
2025-07-25,-347.49999999999545,5,"{'StopLoss': 4, 'Exit': 1}",96361.25000000047,2,3
2025-07-28,-1797.4999999999964,7,"{'StopLoss': 6, 'Exit': 1}",94563.75000000047,3,4
2025-07-29,-3008.7500000000014,7,"{'StopLoss': 6, 'Exit': 1}",91555.00000000047,2,5
2025-07-30,-1080.0000000000086,9,"{'StopLoss': 8, 'Exit': 1}",90475.00000000045,3,6
2025-07-31,-1596.2500000000068,11,{'StopLoss': 11},88878.75000000045,3,8
2025-08-01,123.75000000000445,3,"{'StopLoss': 2, 'Exit': 1}",89002.50000000045,1,2
2025-08-04,-56.24999999999068,3,"{'StopLoss': 2, 'Exit': 1}",88946.25000000047,1,2
2025-08-05,1786.2499999999986,2,"{'StopLoss': 1, 'Exit': 1}",90732.50000000047,1,1
2025-08-06,2157.499999999998,2,"{'StopLoss': 1, 'Exit': 1}",92890.00000000047,2,0
2025-08-07,604.999999999995,11,{'StopLoss': 11},93495.00000000047,4,7
2025-08-08,-702.4999999999924,4,"{'StopLoss': 3, 'Exit': 1}",92792.50000000048,1,3
2025-08-11,645.0000000000036,3,"{'StopLoss': 2, 'Exit': 1}",93437.50000000048,2,1
2025-08-12,-780.000000000007,9,"{'StopLoss': 8, 'Exit': 1}",92657.50000000048,5,4
2025-08-13,1166.249999999998,3,"{'StopLoss': 2, 'Exit': 1}",93823.75000000048,2,1
2025-08-14,1857.499999999996,11,{'StopLoss': 11},95681.25000000048,5,6
2025-08-18,1847.5000000000014,4,"{'StopLoss': 3, 'Exit': 1}",97528.75000000048,3,1
2025-08-19,-595.0000000000011,5,"{'StopLoss': 4, 'Exit': 1}",96933.75000000048,3,2
2025-08-20,1239.9999999999964,4,"{'StopLoss': 3, 'Exit': 1}",98173.75000000048,3,1
2025-08-21,3863.749999999999,2,"{'StopLoss': 1, 'TakeProfit': 1}",102037.50000000048,2,0
2025-08-22,588.7500000000026,3,"{'StopLoss': 2, 'Exit': 1}",102626.25000000048,2,1
2025-08-25,1339.9999999999989,2,"{'StopLoss': 1, 'Exit': 1}",103966.25000000048,2,0
2025-08-26,-3433.7500000000055,8,"{'StopLoss': 7, 'Exit': 1}",100532.50000000048,3,5
2025-08-27,-2509.9999999999977,1,{'StopLoss': 1},98022.50000000048,0,1
2025-08-28,-4727.500000000008,11,{'StopLoss': 11},93295.00000000047,2,9
2025-09-03,-1507.499999999996,3,"{'StopLoss': 2, 'Exit': 1}",91787.50000000047,1,2
2025-09-04,-2386.2499999999973,7,"{'StopLoss': 6, 'Exit': 1}",89401.25000000047,2,5
2025-09-05,2264.999999999998,6,"{'StopLoss': 5, 'Exit': 1}",91666.25000000047,3,3
2025-09-08,-925.0000000000073,8,"{'StopLoss': 7, 'Exit': 1}",90741.25000000047,4,4
2025-09-09,1387.4999999999964,6,"{'StopLoss': 5, 'TakeProfit': 1}",92128.75000000047,3,3
2025-09-10,357.50000000000205,2,"{'StopLoss': 1, 'Exit': 1}",92486.25000000047,1,1
2025-09-11,1281.2499999999984,1,{'Exit': 1},93767.50000000047,1,0
2025-09-12,-197.50000000000057,2,"{'StopLoss': 1, 'Exit': 1}",93570.00000000047,1,1
2025-09-15,2316.2499999999995,1,{'Exit': 1},95886.25000000047,1,0
2025-09-16,-638.7500000000025,4,"{'StopLoss': 3, 'TakeProfit': 1}",95247.50000000047,1,3
2025-09-17,302.50000000000085,1,{'Exit': 1},95550.00000000047,1,0
2025-09-18,206.24999999999716,3,"{'StopLoss': 2, 'Exit': 1}",95756.25000000047,2,1
2025-09-19,1099.9999999999986,2,"{'StopLoss': 1, 'Exit': 1}",96856.25000000047,1,1
2025-09-22,557.4999999999957,4,"{'StopLoss': 3, 'Exit': 1}",97413.75000000047,2,2
2025-09-23,-3070.000000000009,11,{'StopLoss': 11},94343.75000000045,3,8
2025-09-24,1903.7499999999993,1,{'Exit': 1},96247.50000000045,1,0
2025-09-25,849.9999999999983,4,"{'StopLoss': 3, 'Exit': 1}",97097.50000000045,2,2
2025-09-26,1393.7499999999973,4,"{'StopLoss': 3, 'Exit': 1}",98491.25000000045,2,2
2025-09-29,-2278.7500000000077,11,{'StopLoss': 11},96212.50000000044,4,7
2025-09-30,-925.0000000000091,11,{'StopLoss': 11},95287.50000000042,4,7
2025-10-01,-747.499999999995,4,"{'StopLoss': 3, 'Exit': 1}",94540.00000000042,2,2
2025-10-02,-361.24999999999847,1,{'StopLoss': 1},94178.75000000042,0,1
2025-10-03,661.249999999998,2,"{'StopLoss': 1, 'Exit': 1}",94840.00000000042,1,1
2025-10-06,-1011.2500000000064,8,"{'StopLoss': 7, 'Exit': 1}",93828.75000000042,2,6
2025-10-07,2554.9999999999955,11,{'StopLoss': 11},96383.75000000042,6,5
2025-10-08,796.249999999997,5,"{'StopLoss': 4, 'Exit': 1}",97180.00000000042,3,2
2025-10-09,299.9999999999982,3,"{'StopLoss': 2, 'Exit': 1}",97480.00000000042,1,2
2025-10-10,-986.2499999999986,3,"{'StopLoss': 2, 'Exit': 1}",96493.75000000042,1,2
2025-10-13,267.49999999999386,8,"{'StopLoss': 7, 'Exit': 1}",96761.25000000042,5,3
2025-10-14,1644.9999999999918,10,"{'StopLoss': 9, 'TakeProfit': 1}",98406.25000000041,5,5
